fecha;referencia;descripcion;debito;credito;saldo;tipoMovimiento;indicadorCargoAbono;importe
28/09/2022 - 13:52;9569964206608;CARGO POR IGTF                    ;-0.81;-0.81;23.334,44;5699;Nota de Débito;-0,81
28/09/2022 - 13:52;0590564206608;TRASPASO OTRAS CTAS BDV EN LINEA  ;-40.70;-40.70;23.335,25;5602;Nota de Débito;-40,70
28/09/2022 - 12:20;0590587600781;ABO TRASP A OTRAS CTAS CLAVENET   ;831.87;831.87;23.375,95;1602;Nota de Crédito;831,87
28/09/2022 - 11:54;0590529248109;ABO TRASP A OTRAS CTAS CLAVENET   ;588.22;588.22;22.544,08;1602;Nota de Crédito;588,22
28/09/2022 - 11:46;0426500065392;REINT PAGO PROVEEDORES ENVIADOS   ;944.10;944.10;21.955,86;2520;Nota de Crédito;944,10
28/09/2022 - 11:35;0590528157228;ABO TRASP A OTRAS CTAS CLAVENET   ;4005.81;4005.81;21.011,76;1602;Nota de Crédito;4.005,81
28/09/2022 - 11:31;0590527910478;ABO TRASP A OTRAS CTAS CLAVENET   ;3866.00;3866.00;17.005,95;1602;Nota de Crédito;3.866,00
28/09/2022 - 11:20;0590527225368;ABO TRASP A OTRAS CTAS CLAVENET   ;814.00;814.00;13.139,95;1602;Nota de Crédito;814,00
28/09/2022 - 10:32;0590524321696;ABO TRASP A OTRAS CTAS CLAVENET   ;1300.00;1300.00;12.325,95;1602;Nota de Crédito;1.300,00
28/09/2022 - 10:18;0590523493215;ABO TRASP A OTRAS CTAS CLAVENET   ;810.75;810.75;11.025,95;1602;Nota de Crédito;810,75
28/09/2022 - 08:45;5490117957048;ABO TRASP A OTRAS CTAS CLAVENET   ;411.00;411.00;10.215,20;1602;Nota de Crédito;411,00
27/09/2022 - 17:40;9569900065393;CARGO POR IGTF                    ;-0.05;-0.05;9.804,20;5699;Nota de Débito;-0,05
27/09/2022 - 17:40;0676200065393;COMISION PAGO A PROVEEDORES       ;-2.36;-2.36;9.804,25;7931;Nota de Débito;-2,36
27/09/2022 - 17:40;9569900065392;CARGO POR IGTF                    ;-0.05;-0.05;9.806,61;5699;Nota de Débito;-0,05
27/09/2022 - 17:40;0676200065392;COMISION PAGO A PROVEEDORES       ;-2.36;-2.36;9.806,66;7931;Nota de Débito;-2,36
27/09/2022 - 17:40;9569900065396;CARGO POR IGTF                    ;-0.05;-0.05;9.809,02;5699;Nota de Débito;-0,05
27/09/2022 - 17:40;0676200065396;COMISION PAGO A PROVEEDORES       ;-2.36;-2.36;9.809,07;7931;Nota de Débito;-2,36
27/09/2022 - 17:40;9569900065397;CARGO POR IGTF                    ;-0.05;-0.05;9.811,43;5699;Nota de Débito;-0,05
27/09/2022 - 17:40;0676200065397;COMISION PAGO A PROVEEDORES       ;-2.36;-2.36;9.811,48;7931;Nota de Débito;-2,36
27/09/2022 - 17:35;9569900065396;CARGO POR IGTF                    ;-18.88;-18.88;9.813,84;5699;Nota de Débito;-18,88
27/09/2022 - 17:35;0329200065396;PAGO A PROVEEDORES B D V          ;-944.10;-944.10;9.832,72;6513;Nota de Débito;-944,10
27/09/2022 - 17:35;9569900065397;CARGO POR IGTF                    ;-18.88;-18.88;10.776,82;5699;Nota de Débito;-18,88
27/09/2022 - 17:35;0329200065397;PAGO A PROVEEDORES B D V          ;-944.10;-944.10;10.795,70;6513;Nota de Débito;-944,10
27/09/2022 - 17:35;9569900065393;CARGO POR IGTF                    ;-18.88;-18.88;11.739,80;5699;Nota de Débito;-18,88
27/09/2022 - 17:35;0329200065393;PAGO A PROVEEDORES B D V          ;-944.10;-944.10;11.758,68;6513;Nota de Débito;-944,10
27/09/2022 - 17:35;9569900065392;CARGO POR IGTF                    ;-18.88;-18.88;12.702,78;5699;Nota de Débito;-18,88
27/09/2022 - 17:35;0329200065392;PAGO A PROVEEDORES B D V          ;-944.10;-944.10;12.721,66;6513;Nota de Débito;-944,10
27/09/2022 - 17:16;9569900065338;CARGO POR IGTF                    ;-0.02;-0.02;13.665,76;5699;Nota de Débito;-0,02
27/09/2022 - 17:16;0676200065338;COMISION PAGO A PROVEEDORES       ;-0.93;-0.93;13.665,78;7931;Nota de Débito;-0,93
27/09/2022 - 17:16;9569900065330;CARGO POR IGTF                    ;-0.02;-0.02;13.666,71;5699;Nota de Débito;-0,02
27/09/2022 - 17:16;0676200065330;COMISION PAGO A PROVEEDORES       ;-1.11;-1.11;13.666,73;7931;Nota de Débito;-1,11
27/09/2022 - 17:10;9569900065330;CARGO POR IGTF                    ;-8.93;-8.93;13.667,84;5699;Nota de Débito;-8,93
27/09/2022 - 17:10;0329200065330;PAGO A PROVEEDORES B D V          ;-446.49;-446.49;13.676,77;6513;Nota de Débito;-446,49
27/09/2022 - 17:10;9569900065338;CARGO POR IGTF                    ;-7.47;-7.47;14.123,26;5699;Nota de Débito;-7,47
27/09/2022 - 17:10;0329200065338;PAGO A PROVEEDORES B D V          ;-373.43;-373.43;14.130,73;6513;Nota de Débito;-373,43
27/09/2022 - 17:09;9569964169352;CARGO POR IGTF                    ;-0.57;-0.57;14.504,16;5699;Nota de Débito;-0,57
27/09/2022 - 17:09;0590564169352;TRASPASO OTRAS CTAS BDV EN LINEA  ;-28.34;-28.34;14.504,73;5602;Nota de Débito;-28,34
27/09/2022 - 17:08;9569964169319;CARGO POR IGTF                    ;-4.37;-4.37;14.533,07;5699;Nota de Débito;-4,37
27/09/2022 - 17:08;0590564169319;TRASPASO OTRAS CTAS BDV EN LINEA  ;-218.59;-218.59;14.537,44;5602;Nota de Débito;-218,59
27/09/2022 - 17:05;9569900065391;CARGO POR IGTF                    ;-0.14;-0.14;14.756,03;5699;Nota de Débito;-0,14
27/09/2022 - 17:05;0676200065391;COMISION PAGO A PROVEEDORES       ;-6.75;-6.75;14.756,17;7931;Nota de Débito;-6,75
27/09/2022 - 17:05;9569900065389;CARGO POR IGTF                    ;-0.14;-0.14;14.762,92;5699;Nota de Débito;-0,14
27/09/2022 - 17:05;0676200065389;COMISION PAGO A PROVEEDORES       ;-6.75;-6.75;14.763,06;7931;Nota de Débito;-6,75
27/09/2022 - 17:05;9569900065387;CARGO POR IGTF                    ;-0.14;-0.14;14.769,81;5699;Nota de Débito;-0,14
27/09/2022 - 17:05;0676200065387;COMISION PAGO A PROVEEDORES       ;-6.75;-6.75;14.769,95;7931;Nota de Débito;-6,75
27/09/2022 - 17:05;9569900065386;CARGO POR IGTF                    ;-0.14;-0.14;14.776,70;5699;Nota de Débito;-0,14
27/09/2022 - 17:05;0676200065386;COMISION PAGO A PROVEEDORES       ;-6.75;-6.75;14.776,84;7931;Nota de Débito;-6,75
27/09/2022 - 17:00;9569900065391;CARGO POR IGTF                    ;-54.03;-54.03;14.783,59;5699;Nota de Débito;-54,03
27/09/2022 - 17:00;0329200065391;PAGO A PROVEEDORES B D V          ;-2701.50;-2701.50;14.837,62;6513;Nota de Débito;-2.701,50
27/09/2022 - 17:00;9569900065387;CARGO POR IGTF                    ;-54.03;-54.03;17.539,12;5699;Nota de Débito;-54,03
27/09/2022 - 17:00;0329200065387;PAGO A PROVEEDORES B D V          ;-2701.50;-2701.50;17.593,15;6513;Nota de Débito;-2.701,50
27/09/2022 - 17:00;9569900065389;CARGO POR IGTF                    ;-54.03;-54.03;20.294,65;5699;Nota de Débito;-54,03
27/09/2022 - 17:00;0329200065389;PAGO A PROVEEDORES B D V          ;-2701.50;-2701.50;20.348,68;6513;Nota de Débito;-2.701,50
27/09/2022 - 17:00;9569900065386;CARGO POR IGTF                    ;-54.03;-54.03;23.050,18;5699;Nota de Débito;-54,03
27/09/2022 - 17:00;0329200065386;PAGO A PROVEEDORES B D V          ;-2701.50;-2701.50;23.104,21;6513;Nota de Débito;-2.701,50
27/09/2022 - 16:58;9569964169059;CARGO POR IGTF                    ;-148.35;-148.35;25.805,71;5699;Nota de Débito;-148,35
27/09/2022 - 16:58;0590564169059;TRASPASO OTRAS CTAS BDV EN LINEA  ;-7417.34;-7417.34;25.954,06;5602;Nota de Débito;-7.417,34
27/09/2022 - 13:39;0590505956161;ABO TRASP A OTRAS CTAS CLAVENET   ;311.00;311.00;33.371,40;1602;Nota de Crédito;311,00
27/09/2022 - 11:28;0590564155504;ABO TRASP A OTRAS CTAS CLAVENET   ;10293.34;10293.34;33.060,40;1602;Nota de Crédito;10.293,34
27/09/2022 - 09:31;0590534312752;ABO TRASP A OTRAS CTAS CLAVENET   ;470.00;470.00;22.767,06;1602;Nota de Crédito;470,00
27/09/2022 - 07:25;5490126735491;ABO TRASP A OTRAS CTAS CLAVENET   ;3969.88;3969.88;22.297,06;1602;Nota de Crédito;3.969,88
27/09/2022 - 06:37;5490123869548;ABO TRASP A OTRAS CTAS CLAVENET   ;811.00;811.00;18.327,18;1602;Nota de Crédito;811,00
27/09/2022 - 06:19;0590522755907;ABO TRASP A OTRAS CTAS CLAVENET   ;500.00;500.00;17.516,18;1602;Nota de Crédito;500,00
26/09/2022 - 15:59;9569964121715;CARGO POR IGTF                    ;-3.33;-3.33;17.016,18;5699;Nota de Débito;-3,33
26/09/2022 - 15:59;0590564121715;TRASPASO OTRAS CTAS BDV EN LINEA  ;-166.60;-166.60;17.019,51;5602;Nota de Débito;-166,60
26/09/2022 - 14:49;9569964118930;CARGO POR IGTF                    ;-218.70;-218.70;17.186,11;5699;Nota de Débito;-218,70
26/09/2022 - 14:49;0590564118930;TRASPASO OTRAS CTAS BDV EN LINEA  ;-10935.10;-10935.10;17.404,81;5602;Nota de Débito;-10.935,10
26/09/2022 - 14:48;9569964118846;CARGO POR IGTF                    ;-207.28;-207.28;28.339,91;5699;Nota de Débito;-207,28
26/09/2022 - 14:48;0590564118846;TRASPASO OTRAS CTAS BDV EN LINEA  ;-10364.20;-10364.20;28.547,19;5602;Nota de Débito;-10.364,20
26/09/2022 - 11:51;0329200000001;PAGO A PROVEEDORES B D V          ;23574.39;23574.39;38.911,39;2021;Nota de Crédito;23.574,39
26/09/2022 - 10:41;0590552099527;ABO TRASP A OTRAS CTAS CLAVENET   ;3335.61;3335.61;15.337,00;1602;Nota de Crédito;3.335,61
26/09/2022 - 10:35;0590551713366;ABO TRASP A OTRAS CTAS CLAVENET   ;1800.00;1800.00;12.001,39;1602;Nota de Crédito;1.800,00
26/09/2022 - 10:34;9569964105135;CARGO POR IGTF                    ;-3.36;-3.36;10.201,39;5699;Nota de Débito;-3,36
26/09/2022 - 10:34;0590564105135;TRASPASO OTRAS CTAS BDV EN LINEA  ;-168.15;-168.15;10.204,75;5602;Nota de Débito;-168,15
26/09/2022 - 10:11;0590550290417;ABO TRASP A OTRAS CTAS CLAVENET   ;974.40;974.40;10.372,90;1602;Nota de Crédito;974,40
26/09/2022 - 09:29;0590547794590;ABO TRASP A OTRAS CTAS CLAVENET   ;198.12;198.12;9.398,50;1602;Nota de Crédito;198,12
26/09/2022 - 08:22;9569964093284;CARGO POR IGTF                    ;-1.80;-1.80;9.200,38;5699;Nota de Débito;-1,80
26/09/2022 - 08:22;0590564093284;TRASPASO OTRAS CTAS BDV EN LINEA  ;-90.00;-90.00;9.202,18;5602;Nota de Débito;-90,00
26/09/2022 - 08:21;9569964093116;CARGO POR IGTF                    ;-1.80;-1.80;9.292,18;5699;Nota de Débito;-1,80
26/09/2022 - 08:21;0590564093116;TRASPASO OTRAS CTAS BDV EN LINEA  ;-90.00;-90.00;9.293,98;5602;Nota de Débito;-90,00
26/09/2022 - 07:16;0590539813661;ABO TRASP A OTRAS CTAS CLAVENET   ;830.00;830.00;9.383,98;1602;Nota de Crédito;830,00
25/09/2022 - 19:03;0590552623297;ABO TRASP A OTRAS CTAS CLAVENET   ;1405.40;1405.40;8.553,98;1602;Nota de Crédito;1.405,40
25/09/2022 - 10:54;0590566477894;ABO TRASP A OTRAS CTAS CLAVENET   ;854.85;854.85;7.148,58;1602;Nota de Crédito;854,85
24/09/2022 - 11:29;0590582174750;ABO TRASP A OTRAS CTAS CLAVENET   ;162.40;162.40;6.293,73;1602;Nota de Crédito;162,40
24/09/2022 - 10:33;0590578783500;ABO TRASP A OTRAS CTAS CLAVENET   ;422.00;422.00;6.131,33;1602;Nota de Crédito;422,00
24/09/2022 - 09:46;0590576010200;ABO TRASP A OTRAS CTAS CLAVENET   ;389.76;389.76;5.709,33;1602;Nota de Crédito;389,76
23/09/2022 - 21:22;0590588167560;ABO TRASP A OTRAS CTAS CLAVENET   ;390.90;390.90;5.319,57;1602;Nota de Crédito;390,90
23/09/2022 - 16:52;9569964013232;CARGO POR IGTF                    ;-154.64;-154.64;4.928,67;5699;Nota de Débito;-154,64
23/09/2022 - 16:52;0590564013232;TRASPASO OTRAS CTAS BDV EN LINEA  ;-7731.96;-7731.96;5.083,31;5602;Nota de Débito;-7.731,96
23/09/2022 - 15:22;9569964009178;CARGO POR IGTF                    ;-7.15;-7.15;12.815,27;5699;Nota de Débito;-7,15
23/09/2022 - 15:22;0590564009178;TRASPASO OTRAS CTAS BDV EN LINEA  ;-357.72;-357.72;12.822,42;5602;Nota de Débito;-357,72
23/09/2022 - 11:22;0590595374127;ABO TRASP A OTRAS CTAS CLAVENET   ;180.04;180.04;13.180,14;1602;Nota de Crédito;180,04
23/09/2022 - 10:59;9569964996658;CARGO POR IGTF                    ;-16.70;-16.70;13.000,10;5699;Nota de Débito;-16,70
23/09/2022 - 10:59;0590564996658;TRASPASO OTRAS CTAS BDV EN LINEA  ;-835.00;-835.00;13.016,80;5602;Nota de Débito;-835,00
23/09/2022 - 10:58;0590593886698;ABO TRASP A OTRAS CTAS CLAVENET   ;4192.23;4192.23;13.851,80;1602;Nota de Crédito;4.192,23
23/09/2022 - 10:57;9569964996573;CARGO POR IGTF                    ;-12.53;-12.53;9.659,57;5699;Nota de Débito;-12,53
23/09/2022 - 10:57;0590564996573;TRASPASO OTRAS CTAS BDV EN LINEA  ;-626.25;-626.25;9.672,10;5602;Nota de Débito;-626,25
23/09/2022 - 10:56;9569964996484;CARGO POR IGTF                    ;-10.02;-10.02;10.298,35;5699;Nota de Débito;-10,02
23/09/2022 - 10:56;0590564996484;TRASPASO OTRAS CTAS BDV EN LINEA  ;-501.00;-501.00;10.308,37;5602;Nota de Débito;-501,00
23/09/2022 - 10:55;9569964996386;CARGO POR IGTF                    ;-5.01;-5.01;10.809,37;5699;Nota de Débito;-5,01
23/09/2022 - 10:55;0590564996386;TRASPASO OTRAS CTAS BDV EN LINEA  ;-250.50;-250.50;10.814,38;5602;Nota de Débito;-250,50
23/09/2022 - 08:57;9569964986149;CARGO POR IGTF                    ;-13.76;-13.76;11.064,88;5699;Nota de Débito;-13,76
23/09/2022 - 08:57;0590564986149;TRASPASO OTRAS CTAS BDV EN LINEA  ;-688.15;-688.15;11.078,64;5602;Nota de Débito;-688,15
23/09/2022 - 08:28;0592316892198;PAGO IMPUESTOS INTERNET           ;-247.10;-247.10;11.766,79;7736;Nota de Débito;-247,10
23/09/2022 - 08:27;0592316889385;PAGO IMPUESTOS INTERNET           ;-98049.32;-98049.32;12.013,89;7736;Nota de Débito;-98.049,32
23/09/2022 - 08:22;0590564982689;ABO TRASP A OTRAS CTAS CLAVENET   ;100000.00;100000.00;110.063,21;1602;Nota de Crédito;100.000,00
23/09/2022 - 08:14;9569964981897;CARGO POR IGTF                    ;-132.11;-132.11;10.063,21;5699;Nota de Débito;-132,11
23/09/2022 - 08:14;0590564981897;TRASPASO OTRAS CTAS BDV EN LINEA  ;-6605.51;-6605.51;10.195,32;5602;Nota de Débito;-6.605,51
22/09/2022 - 18:55;0590564969835;ABO TRASP A OTRAS CTAS CLAVENET   ;1664.92;1664.92;16.800,83;1602;Nota de Crédito;1.664,92
22/09/2022 - 17:25;9569900057759;CARGO POR IGTF                    ;-0.33;-0.33;15.135,91;5699;Nota de Débito;-0,33
22/09/2022 - 17:25;0676200057759;COMISION PAGO A PROVEEDORES       ;-16.39;-16.39;15.136,24;7931;Nota de Débito;-16,39
22/09/2022 - 17:25;9569900057718;CARGO POR IGTF                    ;-0.08;-0.08;15.152,63;5699;Nota de Débito;-0,08
22/09/2022 - 17:25;0676200057718;COMISION PAGO A PROVEEDORES       ;-3.88;-3.88;15.152,71;7931;Nota de Débito;-3,88
22/09/2022 - 17:20;9569900057718;CARGO POR IGTF                    ;-31.09;-31.09;15.156,59;5699;Nota de Débito;-31,09
22/09/2022 - 17:20;0329200057718;PAGO A PROVEEDORES B D V          ;-1554.42;-1554.42;15.187,68;6513;Nota de Débito;-1.554,42
22/09/2022 - 17:20;9569900057759;CARGO POR IGTF                    ;-131.15;-131.15;16.742,10;5699;Nota de Débito;-131,15
22/09/2022 - 17:20;0329200057759;PAGO A PROVEEDORES B D V          ;-6557.68;-6557.68;16.873,25;6513;Nota de Débito;-6.557,68
22/09/2022 - 16:50;9569964967110;CARGO POR IGTF                    ;-16.72;-16.72;23.430,93;5699;Nota de Débito;-16,72
22/09/2022 - 16:50;0590564967110;TRASPASO OTRAS CTAS BDV EN LINEA  ;-836.13;-836.13;23.447,65;5602;Nota de Débito;-836,13
22/09/2022 - 15:14;0590579681419;ABO TRASP A OTRAS CTAS CLAVENET   ;3254.58;3254.58;24.283,78;1602;Nota de Crédito;3.254,58
22/09/2022 - 14:30;0590564961628;ABO TRASP A OTRAS CTAS CLAVENET   ;398.52;398.52;21.029,20;1602;Nota de Crédito;398,52
22/09/2022 - 14:15;0590576151398;ABO TRASP A OTRAS CTAS CLAVENET   ;1182.00;1182.00;20.630,68;1602;Nota de Crédito;1.182,00
22/09/2022 - 13:13;9569964958725;CARGO POR IGTF                    ;-6.64;-6.64;19.448,68;5699;Nota de Débito;-6,64
22/09/2022 - 13:13;0590564958725;TRASPASO OTRAS CTAS BDV EN LINEA  ;-332.00;-332.00;19.455,32;5602;Nota de Débito;-332,00
22/09/2022 - 11:39;5490109975098;ABO TRASP A OTRAS CTAS CLAVENET   ;2500.00;2500.00;19.787,32;1602;Nota de Crédito;2.500,00
22/09/2022 - 11:04;0590507861674;ABO TRASP A OTRAS CTAS CLAVENET   ;218.70;218.70;17.287,32;1602;Nota de Crédito;218,70
22/09/2022 - 10:25;5490105511298;ABO TRASP A OTRAS CTAS CLAVENET   ;7594.00;7594.00;17.068,62;1602;Nota de Crédito;7.594,00
22/09/2022 - 09:23;5490101780689;ABO TRASP A OTRAS CTAS CLAVENET   ;2100.00;2100.00;9.474,62;1602;Nota de Crédito;2.100,00
22/09/2022 - 07:13;0590594014095;ABO TRASP A OTRAS CTAS CLAVENET   ;431.73;431.73;7.374,62;1602;Nota de Crédito;431,73
21/09/2022 - 19:32;5490108750363;ABO TRASP A OTRAS CTAS CLAVENET   ;2427.00;2427.00;6.942,89;1602;Nota de Crédito;2.427,00
21/09/2022 - 15:02;5490192536339;ABO TRASP A OTRAS CTAS CLAVENET   ;825.13;825.13;4.515,89;1602;Nota de Crédito;825,13
21/09/2022 - 10:58;9569964905763;CARGO POR IGTF                    ;-0.01;-0.01;3.690,76;5699;Nota de Débito;-0,01
21/09/2022 - 10:58;0590564905763;TRASPASO OTRAS CTAS BDV EN LINEA  ;-0.38;-0.38;3.690,77;5602;Nota de Débito;-0,38
21/09/2022 - 10:29;0590519357424;ABO TRASP A OTRAS CTAS CLAVENET   ;12.00;12.00;3.691,15;1602;Nota de Crédito;12,00
21/09/2022 - 09:36;9569964899619;CARGO POR IGTF                    ;-1.64;-1.64;3.679,15;5699;Nota de Débito;-1,64
21/09/2022 - 09:36;0590564899619;TRASPASO OTRAS CTAS BDV EN LINEA  ;-82.20;-82.20;3.680,79;5602;Nota de Débito;-82,20
21/09/2022 - 08:50;9500400040032;COM PAGO A PROVEED CTAS PROPIAS   ;-75.00;-75.00;3.762,99;5004;Nota de Débito;-75,00
21/09/2022 - 08:45;0328700040032;PAGO PROVEEDOR CTAS PROPIAS       ;-30000.00;-30000.00;3.837,99;9780;Nota de Débito;-30.000,00
20/09/2022 - 18:47;0590519673306;ABO TRASP A OTRAS CTAS CLAVENET   ;26.57;26.57;33.837,99;1602;Nota de Crédito;26,57
20/09/2022 - 16:21;9569964875616;CARGO POR IGTF                    ;-3.78;-3.78;33.811,42;5699;Nota de Débito;-3,78
20/09/2022 - 16:21;0590564875616;TRASPASO OTRAS CTAS BDV EN LINEA  ;-188.83;-188.83;33.815,20;5602;Nota de Débito;-188,83
20/09/2022 - 16:20;9569964875558;CARGO POR IGTF                    ;-0.56;-0.56;34.004,03;5699;Nota de Débito;-0,56
20/09/2022 - 16:20;0590564875558;TRASPASO OTRAS CTAS BDV EN LINEA  ;-28.12;-28.12;34.004,59;5602;Nota de Débito;-28,12
20/09/2022 - 16:17;9569964875474;CARGO POR IGTF                    ;-16.50;-16.50;34.032,71;5699;Nota de Débito;-16,50
20/09/2022 - 16:17;0590564875474;TRASPASO OTRAS CTAS BDV EN LINEA  ;-825.00;-825.00;34.049,21;5602;Nota de Débito;-825,00
20/09/2022 - 14:31;5490104315784;ABO TRASP A OTRAS CTAS CLAVENET   ;233.45;233.45;34.874,21;1602;Nota de Crédito;233,45
20/09/2022 - 13:17;0590599871988;ABO TRASP A OTRAS CTAS CLAVENET   ;36.22;36.22;34.640,76;1602;Nota de Crédito;36,22
20/09/2022 - 12:40;0590597631877;ABO TRASP A OTRAS CTAS CLAVENET   ;2778.38;2778.38;34.604,54;1602;Nota de Crédito;2.778,38
20/09/2022 - 12:35;5490197350309;ABO TRASP A OTRAS CTAS CLAVENET   ;18400.00;18400.00;31.826,16;1602;Nota de Crédito;18.400,00
20/09/2022 - 11:29;5490136598363;ABO TRASP A OTRAS CTAS CLAVENET   ;12.72;12.72;13.426,16;1602;Nota de Crédito;12,72
20/09/2022 - 06:31;5490118663755;ABO TRASP A OTRAS CTAS CLAVENET   ;5619.25;5619.25;13.413,44;1602;Nota de Crédito;5.619,25
19/09/2022 - 15:47;9569964827736;CARGO POR IGTF                    ;-3.22;-3.22;7.794,19;5699;Nota de Débito;-3,22
19/09/2022 - 15:47;0590564827736;TRASPASO OTRAS CTAS BDV EN LINEA  ;-161.00;-161.00;7.797,41;5602;Nota de Débito;-161,00
19/09/2022 - 14:51;0590519068050;ABO TRASP A OTRAS CTAS CLAVENET   ;99.42;99.42;7.958,41;1602;Nota de Crédito;99,42
19/09/2022 - 12:44;95699        ;CARGO POR IGTF                    ;-2615.31;-2615.31;7.858,99;5699;Nota de Débito;-2.615,31
19/09/2022 - 12:44;97865        ;CREDITOS COMERCIALES UVCC         ;-130765.44;-130765.44;10.474,30;7865;Nota de Débito;-130.765,44
19/09/2022 - 09:16;0590542208355;ABO TRASP A OTRAS CTAS CLAVENET   ;835.18;835.18;141.239,74;1602;Nota de Crédito;835,18
19/09/2022 - 08:38;9569964800260;CARGO POR IGTF                    ;-0.48;-0.48;140.404,56;5699;Nota de Débito;-0,48
19/09/2022 - 08:38;0590564800260;TRASPASO OTRAS CTAS BDV EN LINEA  ;-24.06;-24.06;140.405,04;5602;Nota de Débito;-24,06
19/09/2022 - 08:33;0590564799716;ABO TRASP A OTRAS CTAS CLAVENET   ;140000.00;140000.00;140.429,10;1602;Nota de Crédito;140.000,00
19/09/2022 - 08:06;5490138000810;ABO TRASP A OTRAS CTAS CLAVENET   ;429.10;429.10;429,10;1602;Nota de Crédito;429,10
